phi1,phi2,energy
360.0,146.25,0.3230684019481487
0.0,157.5,0.27090182002120855
11.25,157.5,0.25719148527423386
22.5,157.5,0.21128735850379599
33.75,157.5,0.14754347594225692
45.0,157.5,0.09000244279468461
56.25,157.5,0.05664045929279382
67.5,157.5,0.053966715933711384
78.75,157.5,0.07774474462348735
90.0,157.5,0.11750197839228349
101.25,157.5,0.16156947784293152
112.5,157.5,0.19413874550173205
123.75,157.5,0.20087378905554942
135.0,157.5,0.17776967020199663
146.25,157.5,0.1345903774290491
157.5,157.5,0.08857474331580306
168.75,157.5,0.05336335983429308
180.0,157.5,0.039687085512014164
191.25,157.5,0.05266654030765494
202.5,157.5,0.08465657800206827
213.75,157.5,0.12802421681590204
225.0,157.5,0.17173550098868873
236.25,157.5,0.1992883573702784
247.5,157.5,0.19706814478922752
258.75,157.5,0.16581689393115084
270.0,157.5,0.11932380564576306
281.25,157.5,0.08246495184812375
292.5,157.5,0.07093042948599759
303.75,157.5,0.08748257956995076
315.0,157.5,0.12083523700312071
326.25,157.5,0.16581506926468137
337.5,157.5,0.212888603958163
348.75,157.5,0.2520246404528734
360.0,157.5,0.27090141454027616
0.0,168.75,0.23359450396219472
11.25,168.75,0.2170166058185714
22.5,168.75,0.1702765794525476
33.75,168.75,0.11185585473413084
45.0,168.75,0.06044204874706338
56.25,168.75,0.03224447717821022
67.5,168.75,0.030496244771711645
78.75,168.75,0.0498691251668788
90.0,168.75,0.0863853473092604
101.25,168.75,0.13091915019595035
112.5,168.75,0.16312084910350677
123.75,168.75,0.16945710184791096
135.0,168.75,0.1456762347888798
146.25,168.75,0.10309766248701635
157.5,168.75,0.05761442525363236
168.75,168.75,0.02393292252691026
180.0,168.75,0.011081599806857412
191.25,168.75,0.023576707249048923
202.5,168.75,0.05613401321170386
213.75,168.75,0.09900635667963797
225.0,168.75,0.14143936121308798
236.25,168.75,0.16849712498969893
247.5,168.75,0.16596894939902995
258.75,168.75,0.13437689155125554
270.0,168.75,0.08877606475562061
281.25,168.75,0.05331551304698223
292.5,168.75,0.04089014837882132
303.75,168.75,0.05107806751220778
315.0,168.75,0.08009025091087096
326.25,168.75,0.12240870699224615
337.5,168.75,0.17095758521099924
348.75,168.75,0.21417864255363384
360.0,168.75,0.23359612588683376
0.0,180.0,0.21971508353362879
11.25,180.0,0.2017512504799015
22.5,180.0,0.15608980423712637
33.75,180.0,0.10244220204640442
45.0,180.0,0.057013096560694976
56.25,180.0,0.031007556626718724
67.5,180.0,0.025575527068212978
78.75,180.0,0.04099455980122002
90.0,180.0,0.07583229231022415
101.25,180.0,0.12121213182490465
112.5,180.0,0.15339315118762897
123.75,180.0,0.15754021066641144
135.0,180.0,0.1322245970786753
146.25,180.0,0.08973746079846023
157.5,180.0,0.04558156643543043
168.75,180.0,0.013087312807328999
180.0,180.0,2.0274055714253336e-06
191.25,180.0,0.013088326510114712
202.5,180.0,0.045582985620058025
213.75,180.0,0.08973766353847168
225.0,180.0,0.13222398885682196
236.25,180.0,0.15753879148269334
247.5,180.0,0.1533927457066966
258.75,180.0,0.12121091538119799
270.0,180.0,0.07583330601391935
281.25,180.0,0.04099496528215241
292.5,180.0,0.025575729809133918
303.75,180.0,0.031009178552267258
315.0,180.0,0.05701248833884165
326.25,180.0,0.1024411883436187
337.5,180.0,0.15608960149711493
348.75,180.0,0.20175084499805962
360.0,180.0,0.21971548901456117
0.0,191.25,0.2335949094431271
11.25,191.25,0.21417925077548716
22.5,191.25,0.17095697698914591
33.75,191.25,0.12241032891688519
45.0,191.25,0.08009085913272429
56.25,191.25,0.051079283955914434
67.5,191.25,0.04089075660067465
78.75,191.25,0.053315107566049846
90.0,191.25,0.088776470236553
101.25,191.25,0.13437749977310887
112.5,191.25,0.16596955762088328
123.75,191.25,0.16849773321155226
135.0,191.25,0.14143773928844894
146.25,191.25,0.09900818134519795
157.5,191.25,0.05613340498985053
168.75,191.25,0.02357731547090225
180.0,191.25,0.011082410768722184
191.25,191.25,0.023933530748763587
202.5,191.25,0.057615438956418075
213.75,191.25,0.10309725700517447
225.0,191.25,0.14567704575165408
236.25,191.25,0.16945649362605764
247.5,191.25,0.16311922717795824
258.75,191.25,0.13092056938057794
270.0,191.25,0.08638737471483182
281.25,191.25,0.049868516945025476
292.5,191.25,0.030497258474497357
303.75,191.25,0.03224447717821022
315.0,191.25,0.06044225148707483
326.25,191.25,0.11185605747505178
337.5,191.25,0.17027698493438947
348.75,191.25,0.21701883596506377
360.0,191.25,0.2335967341086871
0.0,202.5,0.2709020227621295
11.25,202.5,0.25202484319379437
22.5,202.5,0.21288900944000488
33.75,202.5,0.16581365008096327
45.0,202.5,0.12083381781940261
56.25,202.5,0.08748237682902982
67.5,202.5,0.07092941578321188
78.75,202.5,0.08246353266440565
90.0,202.5,0.11932279194297735
101.25,202.5,0.16581608296837658
112.5,202.5,0.1970689557510923
123.75,202.5,0.19928916833305266
135.0,202.5,0.17173469002591446
146.25,202.5,0.12802624422238296
157.5,202.5,0.08465637526114733
168.75,202.5,0.05266654030765494
180.0,202.5,0.03968809921479988
191.25,202.5,0.05336437353707879
202.5,202.5,0.08857535153765639
213.75,202.5,0.1345897692071958
225.0,202.5,0.17777108938662423
236.25,202.5,0.20087257261184277
247.5,202.5,0.19413915098357393
258.75,202.5,0.16156927510201058
270.0,202.5,0.11750116742950922
281.25,202.5,0.07774575832718256
292.5,202.5,0.053966918674632325
303.75,202.5,0.056639445589098614
315.0,202.5,0.09000061812912463
326.25,202.5,0.14754448964595213
337.5,202.5,0.2112879667256493
348.75,202.5,0.2571912825333129
360.0,202.5,0.27090182002120855
0.0,213.75,0.32306921291092294
11.25,213.75,0.30652801082032965
22.5,213.75,0.26897882519551786
33.75,213.75,0.21974002063052467
45.0,213.75,0.168964644870357
56.25,213.75,0.12899453344562062
67.5,213.75,0.10830728557994007
78.75,213.75,0.1203415635818601
90.0,213.75,0.1595270687894299
101.25,213.75,0.2078565816527771
112.5,213.75,0.23990865797804872
123.75,213.75,0.24238270182195265
135.0,213.75,0.2139422469854253
146.25,213.75,0.16900620669821365
157.5,213.75,0.12386235727171879
168.75,213.75,0.09096160869012238
180.0,213.75,0.07879514380056207
191.25,213.75,0.09343767994050722
202.5,213.75,0.1290863749482014
213.75,213.75,0.1761909289571122
225.0,213.75,0.22055889001330797
236.25,213.75,0.2443882120815033
247.5,213.75,0.2380635155523123
258.75,213.75,0.20520169317205728
270.0,213.75,0.16027720910096832
281.25,213.75,0.11534238525746332
292.5,213.75,0.0890781482867169
303.75,213.75,0.09509670647184976
315.0,213.75,0.13553068844612426
326.25,213.75,0.2001520324320154
337.5,213.75,0.26565144606229296
348.75,213.75,0.30986066120931355
360.0,213.75,0.3230679964672163
0.0,225.0,0.3742282753028121
11.25,225.0,0.35894132808789436
22.5,225.0,0.32055887849583087
33.75,225.0,0.26696378612632543
45.0,225.0,0.21055911417988682
56.25,225.0,0.16379658360528992
67.5,225.0,0.14191924827173352
78.75,225.0,0.1572831355542803
90.0,225.0,0.19912697583276895
101.25,225.0,0.2482544757949654
112.5,225.0,0.2812600412789834
123.75,225.0,0.28406556604386424
135.0,225.0,0.25530640294527984
146.25,225.0,0.20910809952874843
157.5,225.0,0.16239503766610142
168.75,225.0,0.12856898087466107
180.0,225.0,0.1172037469332281
191.25,225.0,0.13173619491408317
202.5,225.0,0.1673721172628575
213.75,225.0,0.21536366150485264
225.0,225.0,0.26084831792195473
236.25,225.0,0.28572540353889053
247.5,225.0,0.27999676444687793
258.75,225.0,0.24855007162659604
270.0,225.0,0.1997445237757347
281.25,225.0,0.15190625144623482
292.5,225.0,0.12580968097154255
303.75,225.0,0.13708611451875186
315.0,225.0,0.1848625509583144
326.25,225.0,0.2541909240280802
337.5,225.0,0.31740017956235533
348.75,225.0,0.360195278851279
360.0,225.0,0.3742283766732726
0.0,236.25,0.40369753744016634
11.25,236.25,0.38915576339149993
22.5,236.25,0.348441188392826
33.75,236.25,0.29133138455290464
45.0,236.25,0.2301544010415455
56.25,236.25,0.17804985774546367
67.5,236.25,0.1577954611129826
78.75,236.25,0.17809790727369545
90.0,236.25,0.22306638606005436
101.25,236.25,0.27177259100426454
112.5,236.25,0.3048006606977651
123.75,236.25,0.3086673298921596
135.0,236.25,0.28060741920853616
146.25,236.25,0.23380981450554827
157.5,236.25,0.18628072162846365
168.75,236.25,0.15266754249205405
180.0,236.25,0.14029286298045918
191.25,236.25,0.15366522910608182
202.5,236.25,0.18787689856708312
213.75,236.25,0.2358339769025406
225.0,236.25,0.28237592567802494
236.25,236.25,0.30917215404861054
247.5,236.25,0.30417054283589096
258.75,236.25,0.27246495023791795
270.0,236.25,0.2233942176508208
281.25,236.25,0.17578321756082005
292.5,236.25,0.15249724036766565
303.75,236.25,0.1696055079846701
315.0,236.25,0.22244133671392774
326.25,236.25,0.2878667500172014
337.5,236.25,0.34733939446778095
348.75,236.25,0.3891109577134557
360.0,236.25,0.40369753744016634
0.0,247.5,0.39564609901026415
11.25,247.5,0.38135166852316615
22.5,247.5,0.33947538974553026
33.75,247.5,0.27945605520017125
45.0,247.5,0.21321663828894089
56.25,247.5,0.16246842977307097
67.5,247.5,0.14730931052145024
78.75,247.5,0.17142003657590976
90.0,247.5,0.21917477976876398
101.25,247.5,0.26800546745653264
112.5,247.5,0.29905965442776505
123.75,247.5,0.3044734373297615
135.0,247.5,0.27842734927071433
146.25,247.5,0.23237846569463727
157.5,247.5,0.18443375453716726
168.75,247.5,0.14998771691443835
180.0,247.5,0.1363444893140695
191.25,247.5,0.14831774238882645
202.5,247.5,0.18173507408118894
213.75,247.5,0.22876522228125395
225.0,247.5,0.2752047870408205
236.25,247.5,0.3035438715651253
247.5,247.5,0.3001720922347886
258.75,247.5,0.26719085562581313
270.0,247.5,0.2187567286000558
281.25,247.5,0.17503814576502918
292.5,247.5,0.15608331653766072
303.75,247.5,0.17688795122558076
315.0,247.5,0.2270204364640449
326.25,247.5,0.285995251310851
337.5,247.5,0.34123477288630966
348.75,247.5,0.3809979875031786
360.0,247.5,0.3956474168244313
0.0,258.75,0.35631157944408187
11.25,258.75,0.3427212671467714
22.5,258.75,0.3004074741002114
33.75,258.75,0.23747435129735095
45.0,258.75,0.17014418982489588
56.25,258.75,0.12537865440390306
67.5,258.75,0.1162920223441688
78.75,258.75,0.14271520796501136
90.0,258.75,0.18949841808353085
101.25,258.75,0.2369419544165794
112.5,258.75,0.2685137382022731
123.75,258.75,0.27427258564785006
135.0,258.75,0.24995263126766076
146.25,258.75,0.20520736990965815
157.5,258.75,0.15768476473203918
168.75,258.75,0.12230003801687417
180.0,258.75,0.10772055421148252
191.25,258.75,0.11915431448414893
202.5,258.75,0.15258908187024645
213.75,258.75,0.19855078697764839
225.0,258.75,0.24412383830713225
236.25,258.75,0.2725200956874687
247.5,258.75,0.2700211147475784
258.75,258.75,0.23787091195936227
270.0,258.75,0.18932710225544724
281.25,258.75,0.1481058784356719
292.5,258.75,0.133427457205471
303.75,258.75,0.15431927036206616
315.0,258.75,0.19771549560391577
326.25,258.75,0.25140891717546765
337.5,258.75,0.30291963318177295
348.75,258.75,0.34039066229524906
360.0,258.75,0.3563111739631495
0.0,270.0,0.3032874046748475
11.25,270.0,0.29066031308502716
22.5,270.0,0.2465484134381768
33.75,270.0,0.18203148087468435
45.0,270.0,0.12070568574381468
56.25,270.0,0.08296450474790618
67.5,270.0,0.07842696682564565
78.75,270.0,0.10453732366295299
90.0,270.0,0.14793233246109594
101.25,270.0,0.1921500627140631
112.5,270.0,0.22506358395457937
123.75,270.0,0.23133739258719288
135.0,270.0,0.20753098020941252
146.25,270.0,0.16367493923007714
157.5,270.0,0.11717962079910649
168.75,270.0,0.08204710342124599
180.0,270.0,0.0676853630466212
191.25,270.0,0.08032745744185377
202.5,270.0,0.11275541488612362
213.75,270.0,0.15728394651705457
225.0,270.0,0.2016906310327613
236.25,270.0,0.2296820153860608
247.5,270.0,0.2271027491578934
258.75,270.0,0.19569700994361483
270.0,270.0,0.14801221226662165
281.25,270.0,0.10935707653425197
292.5,270.0,0.09703733973219641
303.75,270.0,0.11551045723535935
315.0,270.0,0.15242303729883133
