phi1,phi2,energy
326.25,270.0,0.20052020940602233
337.5,270.0,0.2485354743012067
348.75,270.0,0.28612723545757035
360.0,270.0,0.30328902659948653
0.0,281.25,0.2559245591100989
11.25,281.25,0.24146002923862397
22.5,281.25,0.1948775323389782
33.75,281.25,0.13346455873943341
45.0,281.25,0.07804784185736935
56.25,281.25,0.04702953997730219
67.5,281.25,0.04539099024805182
78.75,281.25,0.06821634074276517
90.0,281.25,0.10712956529096118
101.25,281.25,0.15149874279086362
112.5,281.25,0.18358224391340627
123.75,281.25,0.19005636028305162
135.0,281.25,0.16666495796380332
146.25,281.25,0.12384613802169042
157.5,281.25,0.07814698202309955
168.75,281.25,0.04341731026670459
180.0,281.25,0.03016293918426527
191.25,281.25,0.04311036096078169
202.5,281.25,0.07533273941135121
213.75,281.25,0.11849398826871038
225.0,281.25,0.16178093631424417
236.25,281.25,0.1888559330436692
247.5,281.25,0.18646460737454618
258.75,281.25,0.15534554340410978
270.0,281.25,0.10909229727894854
281.25,281.25,0.07231068765941018
292.5,281.25,0.060136518625768076
303.75,281.25,0.07423489892789803
315.0,281.25,0.1054745935707615
326.25,281.25,0.14908815676244558
337.5,281.25,0.19608505549967958
348.75,281.25,0.23646247283886623
360.0,281.25,0.2559245591100989
0.0,292.5,0.22572026083798846
11.25,292.5,0.2082164462617584
22.5,292.5,0.1620818034016338
33.75,292.5,0.10508999460580526
45.0,292.5,0.0561096843366613
56.25,292.5,0.02917761974822497
67.5,292.5,0.026605043960444164
78.75,292.5,0.04501896120200399
90.0,292.5,0.08113679801590479
101.25,292.5,0.12578231098723336
112.5,292.5,0.15790534653206123
123.75,292.5,0.16351335495255626
135.0,292.5,0.1391473784506161
146.25,292.5,0.09669268067045778
157.5,292.5,0.051482535059221846
168.75,292.5,0.018466021580934466
180.0,292.5,0.00558003021433251
191.25,292.5,0.018262267253703612
202.5,292.5,0.0509627080973587
213.75,292.5,0.09410084452338197
225.0,292.5,0.1364892461197087
236.25,292.5,0.16301623494109663
247.5,292.5,0.15994207884796197
258.75,292.5,0.12821276559679973
270.0,292.5,0.08234188828919287
281.25,292.5,0.04707535935813212
292.5,292.5,0.03385484596037713
303.75,292.5,0.04208956191541802
315.0,292.5,0.06983441366901388
326.25,292.5,0.11252793990479404
337.5,292.5,0.16244227623246843
348.75,292.5,0.20703223827240436
360.0,292.5,0.22572127454077417
0.0,303.75,0.22162591392134345
11.25,303.75,0.2034587320213177
22.5,303.75,0.15830758393167343
33.75,303.75,0.10698784959367913
45.0,303.75,0.06300752861170622
56.25,303.75,0.0359114468574262
67.5,303.75,0.028653129751546658
78.75,303.75,0.042532752921033534
90.0,303.75,0.0772883754771101
101.25,303.75,0.1229593505286175
112.5,303.75,0.15502541595742514
123.75,303.75,0.1586889390464421
135.0,303.75,0.13279733934359683
146.25,303.75,0.09033493741935672
157.5,303.75,0.04674144554974191
168.75,303.75,0.01416629841151007
180.0,303.75,0.001166366813777131
191.25,303.75,0.014210901349542837
202.5,303.75,0.046847478895870154
213.75,303.75,0.09152522762724402
225.0,303.75,0.1339639088982949
236.25,303.75,0.15885944391175144
247.5,303.75,0.15409929678389744
258.75,303.75,0.12177027676443686
270.0,303.75,0.07680788019661122
281.25,303.75,0.041714289019182615
292.5,303.75,0.02480653187922144
303.75,303.75,0.028869048516753537
315.0,303.75,0.055080572926272
326.25,303.75,0.10230819049411366
337.5,303.75,0.1579302836289571
348.75,303.75,0.20375290866741125
360.0,303.75,0.22162631940318533
0.0,315.0,0.24596229029248207
11.25,315.0,0.22673295025833795
22.5,315.0,0.185487600304441
33.75,315.0,0.13816631656754907
45.0,315.0,0.09453045190730336
56.25,315.0,0.06317478962773748
67.5,315.0,0.04954717305554368
78.75,315.0,0.06096309215263318
90.0,315.0,0.09706896726947889
101.25,315.0,0.1432186129359252
112.5,315.0,0.17506206915913936
123.75,315.0,0.17753266641193477
135.0,315.0,0.1504917301072055
146.25,315.0,0.10790443995847454
157.5,315.0,0.06468358535676089
168.75,315.0,0.031900426338324905
180.0,315.0,0.01911458883932937
191.25,315.0,0.0320476160313774
202.5,315.0,0.06632902826731879
213.75,315.0,0.11183355326556921
225.0,315.0,0.15462378677966626
236.25,315.0,0.17831970551742415
247.5,315.0,0.17168278842564177
258.75,315.0,0.13977465794414456
270.0,315.0,0.09568323509938637
281.25,315.0,0.058311244781179994
292.5,315.0,0.03695312818763341
303.75,315.0,0.038406170245252724
315.0,315.0,0.0681770090614009
326.25,315.0,0.12203769164898404
337.5,315.0,0.18262368623982184
348.75,315.0,0.23003518955374602
360.0,315.0,0.24596411495804205
0.0,326.25,0.2904377038794337
11.25,326.25,0.27295963736196427
22.5,326.25,0.23529428135952912
33.75,326.25,0.18700572210218525
45.0,326.25,0.1393081517662722
56.25,326.25,0.10235076602475601
67.5,326.25,0.08273743524841848
78.75,326.25,0.09409739793318295
90.0,326.25,0.13226757809115952
101.25,326.25,0.1801587657237178
112.5,326.25,0.21204601392219047
123.75,326.25,0.21502873399276723
135.0,326.25,0.18751926410459419
146.25,326.25,0.14315049208562414
157.5,326.25,0.09876185148641525
168.75,326.25,0.06604093383975851
180.0,326.25,0.05274783929780824
191.25,326.25,0.06683547434749926
202.5,326.25,0.10209673202189151
213.75,326.25,0.14843938676312973
225.0,326.25,0.1920582212114823
236.25,326.25,0.21592018451974582
247.5,326.25,0.20951540544410818
258.75,326.25,0.1766316870753144
270.0,326.25,0.13250924491603655
281.25,326.25,0.09102567472746159
292.5,326.25,0.06571898172751389
303.75,326.25,0.0695015135624999
315.0,326.25,0.10580060049505846
326.25,326.25,0.16640686914888647
337.5,326.25,0.23190689100192685
348.75,326.25,0.2769574797412133
360.0,326.25,0.29043892032314034
0.0,337.5,0.34329096830242634
11.25,337.5,0.32750092022706667
22.5,337.5,0.29020475490142417
33.75,337.5,0.23899612242621515
45.0,337.5,0.18512996584195207
56.25,337.5,0.14174367489067663
67.5,337.5,0.11993364944555651
78.75,337.5,0.13329405387412407
90.0,337.5,0.17449155704071018
101.25,337.5,0.22391019254064304
112.5,337.5,0.25650054522520804
123.75,337.5,0.25922031070604135
135.0,337.5,0.23086379048709205
146.25,337.5,0.18525465132643149
157.5,337.5,0.13912021120722784
168.75,337.5,0.10540403983304714
180.0,337.5,0.09360534643656138
191.25,337.5,0.10829208003269741
202.5,337.5,0.14403971246611036
213.75,337.5,0.19148446524286555
225.0,337.5,0.2362116826861893
236.25,337.5,0.26060360998781107
247.5,337.5,0.25478252117136435
258.75,337.5,0.22185724097471393
270.0,337.5,0.17524007542760955
281.25,337.5,0.12881896006456373
292.5,337.5,0.10304616636767605
303.75,337.5,0.11104347305081319
315.0,337.5,0.15486180427342333
326.25,337.5,0.22265826918282983
337.5,337.5,0.28654913869740994
348.75,337.5,0.32969274912102264
360.0,337.5,0.3432900559701011
0.0,348.75,0.3871999245839106
11.25,348.75,0.3726255092942665
22.5,348.75,0.3332883541006595
33.75,348.75,0.27825278959244315
45.0,348.75,0.21983003746754548
56.25,348.75,0.17095048928968026
67.5,348.75,0.14960757824337634
78.75,348.75,0.16711119007868547
90.0,348.75,0.2102515566521106
101.25,348.75,0.2594595446425956
112.5,348.75,0.2926816371136738
123.75,348.75,0.2957525493566209
135.0,348.75,0.26707407702633645
146.25,348.75,0.22059477510447323
157.5,348.75,0.1734875854672282
168.75,348.75,0.1398411568688971
180.0,348.75,0.12814545570927294
191.25,348.75,0.142327567889879
202.5,348.75,0.1774761017777564
213.75,348.75,0.2255712464784665
225.0,348.75,0.27126756410871167
236.25,348.75,0.29674699212137057
247.5,348.75,0.2913153680437972
258.75,348.75,0.25990395209191774
270.0,348.75,0.21024932650561823
281.25,348.75,0.16252235877891508
292.5,348.75,0.138001893920773
303.75,348.75,0.15242080715142947
315.0,348.75,0.20252815255389578
326.25,348.75,0.27023074855333107
337.5,348.75,0.3311415336247592
348.75,348.75,0.37312617726729513
360.0,348.75,0.38719951910297823
0.0,360.0,0.40545306850981433
11.25,360.0,0.39091616023597453
22.5,360.0,0.34980015880046267
33.75,360.0,0.29171578077784943
45.0,360.0,0.22914759109880833
56.25,360.0,0.17629757052600326
67.5,360.0,0.15706336471703253
78.75,360.0,0.17886730794452887
90.0,360.0,0.2252292230450621
101.25,360.0,0.27389974563902797
112.5,360.0,0.30625431097723776
123.75,360.0,0.31066797437779314
135.0,360.0,0.2832533871014675
146.25,360.0,0.23654863760475564
157.5,360.0,0.18888208658427175
168.75,360.0,0.15509819984163187
180.0,360.0,0.14223775379377912
191.25,360.0,0.15509819984163187
202.5,360.0,0.18888370850891079
213.75,360.0,0.23654823212382325
225.0,360.0,0.28325440080516273
236.25,360.0,0.3106673661559398
247.5,360.0,0.3062524863116778
258.75,360.0,0.2739013675645765
270.0,360.0,0.22522861482320877
281.25,360.0,0.17886710520360793
292.5,360.0,0.15706336471703253
303.75,360.0,0.1762987869697099
315.0,360.0,0.22914759109880833
326.25,360.0,0.29171496981507516
337.5,360.0,0.34979924646722793
348.75,360.0,0.39091686982737883
360.0,360.0,0.4054541835830605
